Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2019,9,Female,14,Right-Handed,163,23,,2,Walk,30,0.666,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,VA,2019,12,Female,17,Right-Handed,167.6,21.5,167.6,1,Car,8,0.372,38,Athletics,299,540,283,278,759,947,21.5,Same length,76.2,76.2,Same length,October,Summer,No,No,Pizza/Pasta,Water,Science,9,7,3,Yes - other,Cell phone,30,26,3,6,10,6,14,0,14,7,30,14,8,2,Some,Graduate degree,Country,Fly,Happy,Relative,Health
USA,IN,2019,12,Female,15,Right-Handed,178,26,172,1,Bus,20,0.375,54,Other,1000,529,845,829,289,439,26,Same length,80,75,Index finger,March,Fall,No,No,Desserts,Water,Science,6,10,6,Yes - other,In person,19,25,30,4,24,28,4,0,10,2,56,0,0,7,A lot,Graduate degree,Pop,Freeze time,Happy,Doctor or nurse,Environment
USA,OR,2019,10,Male,15,Right-Handed,181,30,191,1,Bus,20,0.668,68,Football (American),500,100,500,500,800,200,30,Same length,90,90,Same length,December,Summer,No,No,Meat,Water,Physical education,8,6,3,Yes - other,Myspace Facebook other social networking sites or blog,700,750,1,4,2,7,7,6,7,7,7,7,3,7,Some,Graduate degree,Rap/Hip hop,Super strength,Healthy,Other,Wildlife animals
USA,NH,2019,9,Female,14,Right-Handed,172.7,22,172.7,1,Bus,7,0.334,27,Gymnastics,0,1000,1000,1000,160,365,22,Same length,88.9,63.5,Index finger,May,Fall,Yes,No,Meat,Water,History,8,10,4,Yes - other,Myspace Facebook other social networking sites or blog,200,210,,,,,,,,,,,,,,,,,Healthy,,
USA,TX,2019,12,Female,17,Right-Handed,160,,,1,Bus,20,,.407,None,733,492,567,733,733,513,,,,,,July,Fall,Yes,No,Breads/Sandwiches,Tea,English,8,8,4,Yes - other,Text messaging,8,3,5,3,14,35,6,0,2,12,24,0,0,12,A lot,Graduate degree,Pop,Invisibility,Happy,Relative,Health
USA,WI,2019,5,Female,10,Right-Handed,144,21,147,2,Car,15min,0.669,49,Basketball,246,193,503,1000,1000,1000,16,Right foot,80mm,60mm,Index finger,April,Summer,No,No,No favorite,Water,Physical education,10,6,5,Yes - other,Text messaging,1000,1000,8,35min,1,44,40,0,0,2,2,2,0,3,None,Graduate degree,Rap/Hip hop,Invisibility,Famous,Relative,Education/Youth development
USA,MI,2019,12,Male,17,Right-Handed,182.8,27,182.8,1,Car,10,.363,48,Football (American),262,187,187,214,492,1000,27,Same length,,,Same length,May,Summer,No,No,Pizza/Pasta,Water,Physical education,7,10,4,Yes - broadband connection,Text messaging,50,30,8,1,1,4,12,6,20,7,2,5,0,0,Some,High school,Rap/Hip hop,Fly,Happy,Sports person,Health
USA,WI,2019,12,Male,18,Right-Handed,182.8,27,185,2,Car,8,.336,45,Basketball,100,500,300,200,700,999,27,Same length,5,4.8,Ring finger,August,Summer,No,No,Meat,Water,Physical education,8,10,5,Yes - other,Cell phone,2,2,12,5,20,2,25,10,80,1,3,5,1,4,Some,Some college,Rap/Hip hop,Telepathy,Happy,Friend,Education/Youth development
USA,OH,2019,12,Female,17,Left-Handed,161.3,,,1,Car,10,.201,40,Swimming,900,1000,800,700,500,400,,,7.5,7.3,Index finger,December,Summer,No,No,Desserts,Water,Science,7,10,3,Yes - other,Text messaging,,,3,1,5,4,12,2,5,5,5,3,6,1,Some,Graduate degree,Heavy metal,Telepathy,Healthy,Doctor or nurse,Environment
USA,CA,2019,11,Female,17,Right-Handed,150,21,139,1,Car,5,.377,51,Baseball/Softball,1000,1000,1000,1000,999,1000,21,Same length,65,73,Ring finger,January,Winter,No,No,Pizza/Pasta,Water,Science,7,6,5,Yes - other,Text messaging,100,500,8,2,3,4,6,10,15,6,7,10,0,0,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Relative,Environment
USA,WI,2019,12,Male,17,Right-Handed,187,28,189,1,Car,4,.383,56,Football (American),0,0,0,0,1000,1000,28,Same length,110,115,Ring finger,April,Summer,Yes,No,Meat,Milk,Physical education,8,7,5,Yes - other,Myspace Facebook other social networking sites or blog,15,14,3,0,0,10,20,1,15,1,20,4,18,00,Some,Graduate degree,Rap/Hip hop,Invisibility,Famous,Sports person,Health
USA,KS,2019,12,Male,17,Right-Handed,180,26,178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,8,Female,14,Right-Handed,165,23,165,1,Bus,15,.51,47,Basketball,600,800,500,400,800,900,22,Right foot,8,7.5,Index finger,March,Spring,Yes,No,Rice/Noodle dishes,Water,English,8,11,4,Yes - dial-up connection,Myspace Facebook other social networking sites or blog,35,30,45,1,6,1,9,3,5,2,3,4,1,2,A lot,Less than high school,Rap/Hip hop,Invisibility,Happy,Sports person,Environment
USA,TN,2019,11,Female,17,Right-Handed,165,25.4,165,3,Bus,20,.341,49,Swimming,642,444,749,797,326,938,165,Same length,17.5,17.3,Index finger,January,Winter,No,No,Fruit,Water,Art,6,9,5,Yes - other,Text messaging,10,5,.5,1,4,2,.4,0,9,7,9,0,0,3,A lot,Graduate degree,Pop,Freeze time,Happy,Musician or singer,International aid
USA,NC,2019,11,Male,17,Right-Handed,175.2,26,165,2,Car,10,.551,52,Golf,800,800,999,999,500,600,25,Right foot,70,75,Ring finger,October,Summer,No,No,Pizza/Pasta,Tea,Physical education,7,7,3,Yes - broadband connection,Text messaging,10,15,30,.5,1,7,5,.1,10,.1,20,10,13,0,Very little,Graduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,Health
USA,TN,2019,12,Female,17,Right-Handed,168,23,168,1,Car,10,0.657,58,Baseball/Softball,500,600,400,300,600,600,24,Left foot,70,70,Same length,May,Fall,No,No,Pizza/Pasta,Tea,Music,7,9,6,Yes - other,Text messaging,40,50,0,3,3,9,10,0,0,2,0,6,0,3,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Doctor or nurse,Wildlife animals
USA,CA,2019,9,Male,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,7,Male,12,Right-Handed,150,25,139,1,Car,10,0.353,43,Football (American),1000,1000,1000,1000,500,1000,25,Same length,4.5,5,Same length,May,Winter,Yes,No,Desserts,Water,English,10,5,5,,Text messaging,0,0,0,0,1,7,6,24,,,,,,,,,,,,,
USA,NY,2019,12,,15,Right-Handed,160,22,150,3,Rail (Train/Tram/Subway),30,.419,40,Cycling,700,600,600,600,900,1000,23,Left foot,60,65,Ring finger,December,Winter,No,No,No favorite,Water,Science,8,10,4,Yes - broadband connection,Text messaging,150,275,8,1.5,15,3,0,3,10,10,50,5,0,0,Some,Graduate degree,Other,Telepathy,Happy,Other,Other
USA,CA,2019,12,Male,17,Right-Handed,198.,38,67.4,2,Walk,5,0.92s,68s,Basketball,1000,1000,1000,1000,1000,1000,23.5,Right foot,73mm,79mm,Index finger,June,Fall,No,Yes,Poultry,Water,Art,6,6,4,Yes - dial-up connection,Telephone,75,85,0,1,2,5,3,0,3,5,0,4,0,5,Very little,Undergraduate degree,Rap/Hip hop,Super strength,Happy,Actor,Health
USA,IN,2019,12,Female,17,Right-Handed,152.4,22.86,1549,1,Car,7,0.339,48,Swimming,1000,500,100,300,500,1000,22.54,Right foot,40,40,Same length,August,Fall,Yes,No,Fruit,Water,Physical education,6,6,4,Yes - other,Cell phone,100,105,0,20,3,1,2,1,15,15,15,15,20,1,A lot,Graduate degree,Pop,Fly,Happy,Relative,Environment
USA,IN,2019,12,Male,15,Right-Handed,165,17.78,163,1,Bus,25,0.353,37,Martial Arts,834,701,374,674,1000,1000,19.05,Left foot,63.5,63.5,Same length,April,Winter,No,No,Seafood,Water,Computers and technology,6,9,5,Yes - broadband connection,Internet chat or instant messaging,10,20,10,3,15,2,0,10,10,10,10,0,0,5,A lot,Undergraduate degree,Techno/Electronic,Freeze time,Happy,Friend,Education/Youth development
USA,IN,2019,11,Male,16,Right-Handed,187,26,180,1,Car,20,0.636,59,Golf,900,800,600,400,100,1000,27,Left foot,10,11,Index finger,May,Fall,No,No,Meat,Soft drink (caffeinated),Physical education,6,10,5,Yes - other,Other,5,5,20,0,1,20,10,5,40,10,5,30,20,1,Very little,High school,Rap/Hip hop,Fly,Rich,Sports person,Other
USA,FL,2019,6,Female,12,Right-Handed,145,24,142,2,Bus,20,0.992,0.56,None,800,800,400,600,9,10,24,Same length,70,80,Ring finger,October,Winter,No,No,Pizza/Pasta,Soft drink (caffeinated),Mathematics and statistics,8,5,4,Yes - broadband connection,Text messaging,5,5,40,1,20,3,0,0,10,5,35,5,0,2,None,Graduate degree,,,,,
USA,CA,2019,9,Female,14,Right-Handed,154,23,158,2,Car,8,0.473,39,Walking/Hiking,1000,1000,1000,1000,401,679,23,Same length,80,70,Ring finger,November,Winter,No,No,Seafood,Water,History,4.5,10,4,Yes - broadband connection,Internet chat or instant messaging,29,70,3,1/12,42,7,3,0,45,6,70,0,0,0,Some,Graduate degree,Rhythm and blues (R&B),Invisibility,Happy,Other,Wildlife animals
USA,MA,2019,6,Male,12,Right-Handed,157,24,156,1,Bicycle,13,.355,39,Lacrosse,872,594,374,380,519,711,25,Left foot,,,Ring finger,October,Winter,No,No,Desserts,Water,Mathematics and statistics,9,8,4,,,,,,,,,,,,,,,,,,,,,,,
USA,IA,2019,7,Male,13,Right-Handed,101,25,190,5,Bus,10,0.411,33,Baseball/Softball,1000,1000,1000,1000,1,1,25,Same length,90,90,Same length,November,Summer,Yes,No,Pizza/Pasta,Water,Computers and technology,13,8,6-6,Yes - broadband connection,Myspace Facebook other social networking sites or blog,2,3,6,1,1,3,4,3,2,2,3,3,2,2,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Relative,Environment
USA,IA,2019,7,Male,13,Right-Handed,73,24,171,1,Bus,15,.4,49,Table Tennis,1000,1000,358,1000,0,0,24,Same length,82,79,Ring finger,June,Fall,Yes,No,Seafood,Water,Art,5,12,3,Yes - broadband connection,Other,5,7,3,0,1,0,0,10,1,0,13,100,20,5,A lot,Graduate degree,Heavy metal,Freeze time,Famous,Relative,International aid
USA,MI,2019,9,Female,14,Right-Handed,166,25,165,1,Car,40,.714,44,Hockey (Ice),500,600,500,500,700,900,23,Right foot,71,71,Same length,March,Winter,No,No,Meat,Water,Science,9,9,3,Yes - broadband connection,Text messaging,100,200,7,5,25,5,20,0,15,3,24,5,0,10,Some,Undergraduate degree,Rap/Hip hop,Freeze time,Happy,Coach or club leader,Wildlife animals
USA,GA,2019,8,Female,13,Right-Handed,171,25,173,2,Bus,30,.45,31,Soccer,800,800,600,700,300,900,25,Same length,8,8,Same length,July,Winter,Yes,No,Desserts,Juice,Art,7,6,4,Yes - other,Myspace Facebook other social networking sites or blog,20,15,55,5,10,7,8,5,40,7,5,40,0,10,A lot,Graduate degree,Other,Fly,Happy,Relative,Arts culture sports
USA,WA,2019,11,Male,17,Right-Handed,176,27,170,1,Walk,3,0.3,30,Cycling,492,321,519,465,203,11,27,Same length,90,95,Ring finger,July,Winter,Yes,No,Meat,Other,Science,5,9,7,Yes - other,In person,150,100,70,2,0,5,17,20,80,30,15,10,0,5,A lot,Some college,Country,Super strength,Happy,Relative,Health
USA,MO,2019,12,Female,16,Right-Handed,160,22,144,1,Walk,3,0.434,39,Soccer,535,583,535,214,0,203,22,Same length,75,80,Ring finger,June,Summer,No,Yes,Pizza/Pasta,Water,Art,6,12,4,Yes - other,Myspace Facebook other social networking sites or blog,20,20,35,5,12,3,10,0,3,8,5,1,0,2,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Coach or club leader,International aid
USA,DE,2019,12,Male,17,Right-Handed,172,27,69,1,Car,10,0.396,37,Lacrosse,893,727,893,551,160,470,27,Same length,72,85,Ring finger,July,Summer,Yes,No,Meat,Sports drink,Social studies,7,10,2,Yes - other,Text messaging,579,560,84,20,16,100,60,10,80,70,10,20,10,30,A lot,High school,Rap/Hip hop,Invisibility,Rich,Sports person,Arts culture sports
USA,FL,2019,12,Male,16,Right-Handed,180,27,180.5,2,Car,15,.75,45,Basketball,500,200,500,600,900,1000,27,Same length,105,110,Ring finger,July,Fall,No,No,Meat,Water,Computers and technology,6,13,4,Yes - broadband connection,Internet chat or instant messaging,60,65,13,9,6,6,9,8,2,2,42,0,0,3,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Other,Health
USA,GA,2019,8,Male,13,Right-Handed,200,40,167,3,Walk,15,.3,5,Other,100,40,70,0,0,0,40,Right foot,1200,1000,Index finger,May,Summer,No,No,Seafood,Water,Computers and technology,9,10,5,Yes - other,Text messaging,40,60,8,1,2,4,4,0,0,3,3,0,0,2,Some,Other,Reggae,Telepathy,Happy,Doctor or nurse,Health
USA,OR,2019,10,Male,18,Right-Handed,171,24,175,1,Car,1,.468,35,Football (American),500,300,700,700,800,900,24,Same length,90,88,Index finger,July,Summer,No,No,Meat,Sports drink,History,9,10,5,Yes - broadband connection,Cell phone,10,50,8,0,7,10,10,5,7,4,2,6,0,10,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Community leader or elder,Religious
USA,OH,2019,12,Male,17,Right-Handed,189,30.5,185,0,Car,3,.486,101,Football (American),519,401,439,588,209,214,,,,,,,,,,,,,,,,,,,,10,2,6,8,13,5,17,17,20,10,0,5,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Other,Health
USA,KY,2019,7,Female,12,Right-Handed,155,15.20,120,1,Bus,20,1.079,47,Soccer,1000,900,800,800,300,500,15;20,Same length,8,6,Index finger,June,Winter,Yes,No,Other,Water,Art,6,12,11,Yes - other,Myspace Facebook other social networking sites or blog,50,50,60,40,20,10,7,10,40,50,60,20,10,60,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Other,Arts culture sports
USA,CA,2019,12,Female,17,Left-Handed,166,24,170,2,Car,15,0.514,43,Bowling,471,369,652,385,1000,1000,23,Right foot,80,70,Index finger,January,Winter,No,No,No favorite,Water,Art,6,10,2,Yes - broadband connection,Myspace Facebook other social networking sites or blog,25,30,5,15,6,10,6,4,20,20,50,10,0,10,A lot,Graduate degree,Pop,Invisibility,Rich,Relative,Education/Youth development
USA,NY,2019,7,Female,12,Right-Handed,159,24,152,2,Car,5,1.044,59,Baseball/Softball,1000,990,995,800,800,550,24,Same length,5,4.5,Index finger,October,Spring,No,No,Fruit,Water,Mathematics and statistics,8,10,3,Yes - other,Cell phone,4,5,72,3,2,1,3,0,2,4,1,1,0,5,A lot,Some college,Rap/Hip hop,Fly,Rich,Relative,Other
USA,TX,2019,12,Female,17,Right-Handed,158,24,157,1,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2019,6,Female,11,Right-Handed,165,27,160,1,Car,12,0.979,37,Basketball,679,545,449,321,91,70,27,Same length,90,70,Index finger,February,Fall,No,No,Pizza/Pasta,Water,Physical education,8,5,4,Yes - broadband connection,Text messaging,8,14,8,,,,,,,,,,,,,,,,,,
USA,IN,2019,12,Male,17,Right-Handed,175,70,172,1,Car,15,.264,40,Other,294,604,807,492,193,706,68,Right foot,76.2,65,Index finger,January,Fall,No,No,Breads/Sandwiches,Tea,History,7,7,3,Yes - broadband connection,Myspace Facebook other social networking sites or blog,20,35,12,0,0,5,9,0,2,2,10,5,11,0,Some,Graduate degree,Rock and roll,Telepathy,Happy,Friend,Wildlife animals
USA,NY,2019,12,Male,17,Left-Handed,175,26,174,2,Rail (Train/Tram/Subway),30,.03,44,Soccer,900,800,750,600,600,750,27,Left foot,75,75,Same length,April,Summer,No,No,Pizza/Pasta,Juice,Physical education,8,8,4,,Text messaging,15,27,10,9,5,5,8,21,7,5,10,8,12,10,Some,,Rap/Hip hop,Freeze time,Happy,Musician or singer,Environment
USA,IN,2019,12,Male,17,Right-Handed,170,95,173,1,Car,10,0.341,41,Running/Jogging,706,444,610,818,250,460,95,Same length,75,70,,July,Summer,Yes,No,Breads/Sandwiches,Water,Physical education,7,10,6,Yes - other,Cell phone,24,24,12,8,4,3,10,10,4,4,18,5,26,2,Some,Graduate degree,Country,Super strength,Healthy,Coach or club leader,Wildlife animals
USA,MI,2019,9,Female,14,Right-Handed,169,22,170,1,Car,20,.757,57,Other,700,800,400,900,500,1000,23,Left foot,90,90,Same length,November,Fall,No,No,Meat,Water,Mathematics and statistics,7-8,8-9,3,Yes - broadband connection,Myspace Facebook other social networking sites or blog,18,71,3-4,.5,18-20,5,3,4,8,4,2,8,3,1,A lot,Undergraduate degree,Pop,Fly,Happy,Other,Other
USA,IL,2019,10,Female,15,Right-Handed,157cm,23,158,2,Bus,15m,0413,43,Hockey (Field),700,800,1000,600,500,900,23,Same length,,,Index finger,October,Fall,Yes,No,Meat,Water,English,7,9,5,Yes - other,Cell phone,60,70,,,,,,,,,,,,,,,,,,,
USA,KY,2019,7,Male,12,Right-Handed,180.3,24.5,145,1,Bus,22,0.38,45,Swimming,30%,0%,50%,50%,100%,50%,24.5,,6.5,7.1,Ring finger,March,Winter,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,7 to8,9,4,Yes - other,,10,10,,,,,,,,,,,,,,,,,,,
USA,TX,2019,12,Female,24,Right-Handed,4'11,5,7,1,Bus,30-40,5,10,Running/Jogging,1000,1000,1000,1000,1000,1000,5,Same length,n/a,n/a,Same length,November,Fall,No,No,Pizza/Pasta,Water,Mathematics and statistics,5,8,3,No internet connection,Cell phone,1,1,0,0,6,3,0,0,1,3,2,4,0,0,Some,Graduate degree,Country,Freeze time,Healthy,Teacher,Health
USA,NC,2019,7,Female,13,Right-Handed,13,3,3,1,Car,15,0.22,52,Basketball,600,700,300,500,0,10,3,Left foot,56,49,Ring finger,November,Fall,Yes,No,Seafood,Milk,Social studies,12,8,3,,,,,,,,,,,,,,,,,,,,,,,
USA,AZ,2019,12,Male,17,Right-Handed,129,26,181,2,Car,4,0.38,32,Bowling,250,250,250,250,1000,1000,26,Same length,9,8,Index finger,March,Spring,Yes,No,Meat,Soft drink (caffeinated),Computers and technology,6,12,4,Yes - other,Internet chat or instant messaging,0,0,20,0,7,6,0,72,2,0,40,3,0,0,Very little,Graduate degree,Heavy metal,Fly,Happy,Relative,Other
USA,CA,2019,11,Male,16,Right-Handed,179,33,185,1,Walk,25,.47,58,Football (American),1000,1000,1000,1000,1000,100,33,,105,100,Index finger,July,Fall,No,No,Meat,Water,,7,10,3,Yes - other,Internet chat or instant messaging,400,500,10,0,0,1,15,7.5,7.5,2,2,0,0,10,A lot,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Sports person,International aid
USA,OH,2019,12,Male,16,Right-Handed,175,26.5,,2,Car,30,.372,47,Running/Jogging,766,727,241,214,626,775,26.5,Same length,,,Ring finger,August,Summer,No,No,Meat,Soft drink (caffeinated),History,4-5,8,5,Yes - broadband connection,Text messaging,40,50,6,10,15,2,4,20,10,9,50,0,15,0,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Musician or singer,International aid
USA,IL,2019,6,Male,11,Right-Handed,160,28,65,2,Bus,45,385,40,Cycling,877,1000,1000,797,588,1000,24,Right foot,8,8,Same length,July,Summer,No,No,Pizza/Pasta,Juice,Computers and technology,8,12,4,Yes - broadband connection,Internet chat or instant messaging,55,996,3,1,56,5,6,3,4,5,9,9,0,3,A lot,Some college,Other,Freeze time,Rich,Relative,Other
USA,IN,2019,12,Male,15,Right-Handed,163,26,167,2,Car,5,.387,34,Other,717,706,888,492,75,979,27,Left foot,90,88,Index finger,May,Fall,Yes,No,Rice/Noodle dishes,Water,Music,8,12,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,6,8,3,0,10,8,18,1,3,5,2,2,0,1,Some,Graduate degree,Rap/Hip hop,Fly,Healthy,Friend,Arts culture sports
USA,CO,2019,12,Female,16,Right-Handed,177,23,170,1,Walk,10,0.496,69,Walking/Hiking,791,775,433,636,32,882,24,Right foot,80,80,Same length,October,Fall,Yes,No,Poultry,Water,Other,7,9,5,Yes - other,In person,20,235,30,3,4,1,6,0,40,80,89,4,0,5,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Friend,Environment
USA,OH,2019,12,Female,18,Right-Handed,70,25,59,1,Car,5,.545,52,Other,500,500,500,500,700,1000,25,Same length,79,85,Ring finger,August,Fall,No,No,Pizza/Pasta,Water,Art,8,9,4,Yes - other,Text messaging,22,28,16,1,5,5,15,0,10,10,10,8,0,2,Some,Undergraduate degree,Pop,Fly,Happy,Relative,International aid
USA,IN,2019,11,Female,17,Right-Handed,154,24,151,2,Car,15,0.316,36,Other,100,500,500,1000,1000,1000,24,Same length,100,70,Index finger,July,Summer,No,No,Pizza/Pasta,Sports drink,English,8,10,5,Yes - other,Cell phone,100,200,40,50,10,10,5,3,40,30,60,10,25,10,A lot,Graduate degree,Other,Super strength,Healthy,Doctor or nurse,Health
USA,OR,2019,9,Female,15,Right-Handed,160,23,134,2,Car,7,.471,45,Other,241,342,422,53,0,27,20,Right foot,75,70,Index finger,November,Spring,No,No,No favorite,Water,History,8,8,5,Yes - broadband connection,In person,21,21,35,0,10,100,100,0,0,5,0,0,10,20,A lot,Some college,Country,Freeze time,Happy,Other,Wildlife animals
USA,KS,2019,12,Male,17,Right-Handed,185,28,183,1,Car,10,0.436,40,Swimming,600,400,400,500,500,500,27,Right foot,88,93,Ring finger,June,Summer,No,No,Pizza/Pasta,Water,Physical education,7,8,4,Yes - broadband connection,Text messaging,10,10,4,0.5,8,4,10,0.1,3,0.5,2,5,10,5,Some,Graduate degree,Country,Super strength,Happy,Religious figure,Religious
USA,OH,2019,7,Female,12,Ambidextrous,149.9,23,151,2,Car,15,.362,36,Athletics,920,684,973,730,453,370,21,Right foot,16.25,14.5,Index finger,September,Fall,No,No,Other,Juice,Other,8,10,3,Yes - other,Text messaging,47,103,0,8,2,72,3,4,6,8,14,9,0,6,None,Graduate degree,Other,Telepathy,Rich,Doctor or nurse,Health
USA,TX,2019,10,Male,14,Right-Handed,175,,,2,Car,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2019,8,Female,42,Right-Handed,164,23,160,1,Car,7,0.483,46,Swimming,112,118,96,481,888,1000,22,Right foot,62,72,Ring finger,July,Fall,Yes,No,Seafood,Water,Mathematics and statistics,7,9,3,Yes - broadband connection,Myspace Facebook other social networking sites or blog,15,12,10,2,2,6,1,2,8,4,6,10,50,4,A lot,Graduate degree,Country,Telepathy,Happy,Relative,Religious
USA,SC,2019,12,Male,17,Right-Handed,187,30,188,1,Car,10,0.31,38,Other,600,700,600,700,800,900,29,Right foot,8,8.5,Ring finger,November,Summer,No,No,Meat,Sports drink,English,6,9,6,Yes - broadband connection,In person,20,20,1.5,.30,4,4,13,0,3,3,4,2.5,5,3,A lot,Graduate degree,Rock and roll,Super strength,Happy,Musician or singer,Religious
USA,WA,2019,12,Male,17,Left-Handed,1.58,25.4,84,2,Walk,18,0.327,33,Football (American),1000,550,550,750,1000,1000,25.5,Left foot,12.7,10.66,Index finger,June,Spring,Yes,No,Seafood,Water,English,5,7,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,100,100,15,3,0,5,5,2,15,20,5,10,18,2,Some,Some college,Rap/Hip hop,Freeze time,Healthy,Musician or singer,Other
USA,NC,2019,12,Female,17,Left-Handed,,,,2,Walk,5,0.374,37,Tennis,,,,,,,,,7,8,Ring finger,March,Fall,Yes,No,Pizza/Pasta,Water,Science,7,8,3,Yes - broadband connection,In person,20,40,,,,,,,,,,,,,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,Environment
