Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation,School
USA,OR,2012,7,Male,12,Right-Handed,180,28,183,2,Walk,10,0.209,36,Football (American),0,508,1000,0,1000,1000,28,Same length,,,Same length,March,Winter,No,No,Meat,Water,Physical education,12,4,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",120,300,24,0,1,48,3,72,10,10,72,24,0,2,Some,Some college,Techno/Electronic,Fly,Famous,Other,Health,middle
USA,OR,2019,10,Male,15,Right-Handed,171,24,167,2,Bus,20,0.677,30,Running/Jogging,500,500,250,250,100,650,23,Right foot,80,80,Same length,April,Spring,No,No,Meat,Water,Physical education,8,6,3,Yes - other,Cell phone,100,90,21,7,2,7,8,7,42,6,10,7,0,2,Some,Graduate degree,Rap/Hip hop,Freeze time,Famous,Other,"Wildlife, animals",high
USA,OR,2018,9,Male,15,Right-Handed,170,25.5,26,1,Bus,20,0.482,48,Lacrosse,100,250,400,400,0,1000,25,Right foot,12,14,Ring finger,September,Spring,No,No,Pizza/Pasta,Water,English,8,6,6,Yes - other,In person,2,3,2,1,3,5,6,3,2,1,0,7,0,2,Some,Some college,Rap/Hip hop,Freeze time,Famous,Relative,Education/Youth development,high
USA,OR,2017,12,Male,17,Right-Handed,189,29,75,1,Car,3,0.317,45,Tennis,900,800,600,600,150,250,29,Same length,37,40,Ring finger,April,Summer,No,No,Desserts,Water,Physical education,8,10,3,Yes - broadband connection,Text messaging,25,25,30,1,4,10,30,8,2,1,1,6,0,2,Some,Graduate degree,Rap/Hip hop,Freeze time,Famous,Sports person,Environment,high
USA,OR,2019,10,Female,16,Right-Handed,183,22,177,1,Car,10,0.71,47,Soccer,5,5,5,5,2,3,22,Same length,8,7.5,Index finger,July,Winter,Yes,No,Soups,Juice,History,6,8,5,Yes - broadband connection,In person,5,5,25,1,20,3,14,1,7,2,2,5,0,2,A lot,Graduate degree,Rap/Hip hop,Fly,Famous,Religious figure,Environment,high
USA,OR,2017,11,Male,17,Right-Handed,178,27.5,176,2,Car,2,0.44,43,Football (American),990,500,600,400,100,300,24.5,Same length,80,75,Same length,April,Summer,No,No,Seafood,Water,Geography,8,10,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",80,90,25,1,7,15,11,1,10,1,3,3,2,2,Some,Graduate degree,Rap/Hip hop,Freeze time,Famous,Doctor or nurse,Environment,high
USA,OR,2019,10,Male,17,Right-Handed,178,26,189,1,Car,7,0.673,62,Athletics,500,500,500,500,1000,1000,26,Same length,100,120,Ring finger,August,Summer,No,No,No favorite,Sports drink,Physical education,6,10,2,Yes - broadband connection,In person,100,100,20,8,1,10,16,2,10,1,6,0,5,2,Some,Graduate degree,Rap/Hip hop,Freeze time,Famous,Relative,Health,high
USA,OR,2012,7,Male,12,Ambidextrous,152.5,24.5,156.5,1,Bus,40,0.437,41,Football (American),225,193,1000,531,1000,1000,13.5,Right foot,,,,May,Summer,No,No,No favorite,Water,Computers and technology,8,12,4,Yes - dial-up connection,"Myspace, Facebook, other social networking sites, or blog",120,200,100,10,30,1000,1000,500,300,200,600,1000,1000,1,Some,Graduate degree,Rap/Hip hop,Freeze time,Famous,Coach or club leader,Health,middle
USA,OR,2019,10,Male,15,Right-Handed,186,26,189,1,Car,5,0.381,30,Football (American),1000,600,900,900,300,500,26,Same length,108,110,Ring finger,December,Summer,No,No,Meat,Water,History,8,6,5,Yes - broadband connection,Text messaging,30,30,15,2,2,8,11,1,2,2,1,2,0,1,Some,Undergraduate degree,Rap/Hip hop,Invisibility,Famous,Sports person,Religious,high
USA,OR,2019,10,Male,15,Right-Handed,189.5,27,192,2,Bus,15,0.69,57,Basketball,0,1000,50,50,20,50,27,Same length,96,100,Ring finger,January,Winter,No,No,Seafood,Milk,Mathematics and statistics,7,5,5,Yes - other,In person,10,12,3,0,0.75,0.25,5,0,0,0.5,4,2,12,0.25,Some,Graduate degree,Rap/Hip hop,Fly,Famous,Relative,International aid,high
USA,OR,2019,10,Male,15,Right-Handed,189.5,27,192,2,Bus,15,0.69,57,Basketball,0,1000,50,50,20,50,27,Same length,96,100,Ring finger,January,Winter,No,No,Seafood,Milk,Mathematics and statistics,7,5,5,Yes - other,In person,10,12,3,0,0.75,0.25,5,0,0,0.5,4,2,12,0.25,Some,Graduate degree,Rap/Hip hop,Fly,Famous,Relative,International aid,high
USA,OR,2012,7,Female,13,Right-Handed,151,22,147,2,Walk,10,0.359,52,Football (American),251,958,458,784,103,1000,22,Right foot,9,9,Same length,October,Summer,Yes,Yes,Desserts,Energy drink,Art,1,12,3,Yes - broadband connection,Text messaging,600,600,2,100,1,3,90,100,80,100,50,30,0,0,None,Graduate degree,Rap/Hip hop,Telepathy,Famous,Musician or singer,International aid,middle
USA,OR,2018,9,Female,13,Right-Handed,161,23,162,1,Car,10,0.504,34,Baseball/Softball,900,900,800,800,100,200,23,Same length,70,71,Ring finger,January,Spring,No,No,Fruit,Milk,English,7,13,5,Yes - other,Internet chat or instant messaging,2,2,40,0,0.5,5,3,0,0.5,7,1,15,0,0,A lot,Graduate degree,Other,Telepathy,Famous,Musician or singer,"Wildlife, animals",high
USA,OR,2019,8,Female,12,Right-Handed,167,24,161,1,Car,15,0.443,66,Basketball,70,70,50,70,30,60,24,Same length,70,70,,July,Fall,Yes,No,Rice/Noodle dishes,Water,Science,10,12,4,,,6,4,40,2,1,6,3,1,3,1,3,2,0,0,A lot,Some college,Pop,Freeze time,Famous,Relative,"Wildlife, animals",middle
USA,OR,2017,11,Female,16,Right-Handed,158,24.5,160,4,Walk,1,0.156,55,Dancing,1000,588,684,765,187,299,24.5,Same length,73,80,Ring finger,April,Fall,Yes,No,Rice/Noodle dishes,Water,Languages,8,10,5,Yes - broadband connection,Text messaging,10,11,30,2,5,40,2,10,2,15,16,0,0,0,Some,Graduate degree,Rap/Hip hop,Freeze time,Famous,Business person,"Wildlife, animals",high
USA,OR,2019,10,Male,15,Right-Handed,66,27,66,2,Car,3,0.215,63,Soccer,900,500,850,400,0,1000,26,Right foot,63,87,Ring finger,July,Fall,Yes,No,Pizza/Pasta,Water,Social studies,6,12,6,Yes - other,Cell phone,,,,1,3,,14,0,,,0,10,,,Some,High school,Rap/Hip hop,Telepathy,Famous,Other,International aid,high
USA,OR,2012,7,Male,13,Left-Handed,154,155.5,22,24,Walk,,,,Football (American),,,,,,,,Right foot,,,Ring finger,April,Spring,No,No,Pizza/Pasta,Milk,Languages,,,,No internet connection,Telephone,,,,,,,,,,,,,,,Very little,Some college,Jazz,Super strength,Famous,Other,International aid,middle
USA,OR,2017,9,Female,15,Ambidextrous,,,152,2,Car,5,0.371,45,None,,,,,,,,,,,,March,Fall,Yes,No,Pizza/Pasta,Coffee,Music,7,10,4,Yes - other,In person,200,300,70,60,25,4,10,30,3,12,10,100,0,20,A lot,Other,Classical,Invisibility,,,,
USA,OR,2019,10,Female,17,Left-Handed,164,24,165,1,Car,8,0.491,41,Soccer,1000,1000,800,200,500,1000,25,Left foot,100,100,Same length,December,Winter,No,No,Fruit,Water,English,5,8,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",5,10,12,1,3,12,12,2,4,1,10,4,8,2,,,,,,,,
USA,OR,2019,10,Male,15,Right-Handed,172,26,171,1,Bus,30,0.58,68,Running/Jogging,900,900,700,500,800,800,25,Right foot,95,98,Ring finger,March,Fall,No,No,Meat,Water,Other,7,9,4,Yes - broadband connection,Text messaging,180,190,7,2,0.5,10,3,9,20,24,12,1,8,2,,,,,,,,
USA,OR,2018,9,Male,15,Right-Handed,181,28,169,1,Car,20,0.438,58,Basketball,"1,000",500,500,250,0,"1,000",28,Same length,70,75,Ring finger,September,Winter,No,No,Meat,Water,Physical education,8,9.5,3,No internet connection,In person,100,101,8,4,1,8,12,6,2,8,2,1,1,1,Very little,Some college,Rap/Hip hop,Telepathy,,Relative,"Wildlife, animals",
USA,OR,2017,9,Female,16,Right-Handed,157.5,21.59,163.1,2,Bus,15,0.547,52,Swimming,348,219,513,583,465,887,21.59,Same length,1778,1778,Same length,July,Spring,No,No,Seafood,Water,Other,6,4,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",16,7,7,0.5,0.5,0,3,1,5,1,8,1.5,0,0.5,A lot,Some college,Country,Invisibility,,Musician or singer,Religious,
USA,OR,2018,9,Female,13,Right-Handed,166,23,166,1,Bus,5,0.363,44,Baseball/Softball,900,700,602,300,100,100,22,Right foot,65,70,Index finger,March,Winter,No,No,Pizza/Pasta,Soft drink (caffeinated),Music,6,12,4,Yes - other,Text messaging,10,20,2,0,0,1,5,0,0,3,3,6,0,0,A lot,Graduate degree,Punk rock,Freeze time,,Musician or singer,International aid,
USA,OR,2019,10,Male,15,Right-Handed,165,23,163,1,Walk,15,0.58,66,Basketball,500,400,299,999,0.1,843,22,Right foot,91,88,Ring finger,July,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,9,7,Yes - other,In person,5,7,1,0.5,1,1,2,1,1,0,0,0,0,,,,,,,,,
USA,OR,2019,10,Female,15,Right-Handed,160,17.7,158,2,Walk,15,0.813,44,Other,1000,1000,100,100,10,10,17.6,Right foot,68,66,Index finger,May,Fall,Yes,Yes,Fruit,Water,English,6,5,1,Yes - other,"Myspace, Facebook, other social networking sites, or blog",1,10,18,2,21,2,18,0,5,3,,,,,,,,,,,,
USA,OR,2018,9,Female,15,Right-Handed,159,22,154,1,Bus,20,0.65,87,Dancing,60,40,40,70,75,90,21,Right foot,65,6,Ring finger,March,Fall,No,No,Meat,Soft drink (caffeinated),English,8,11,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,10,40,48,24,0,100,,,,,,,,,,,,,,,
USA,OR,2015,12,Male,17,Right-Handed,175,26,178,1,Car,5,0.327,35,Skateboarding/Rollerblading,200,200,500,600,600,800,26,,100,105,Index finger,January,Winter,Yes,No,Meat,Juice,Mathematics and statistics,7,12,4,Yes - broadband connection,Text messaging,50,50,10,1,10,10,10,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,Right-Handed,148,20,153,1,Car,10,0.71,56,Tennis,1000,80,1000,1000,10,0.101,20,Same length,,,,March,Winter,No,No,Seafood,Water,Social studies,10,22,5,Yes - other,In person,15,10,1,0,3,7,2,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,Right-Handed,148,20,153,1,Car,10,0.71,56,Tennis,1000,80,1000,1000,10,0.101,20,Same length,,,,March,Winter,No,No,Seafood,Water,Social studies,10,22,5,Yes - other,In person,15,10,1,0,3,7,2,,,,,,,,,,,,,,,
USA,OR,2012,12,Female,17,Right-Handed,165,24,150,2,Car,25,0.493,37,Dancing,900,850,800,800,700,800,24,Same length,65,70,Ring finger,October,Fall,Yes,No,Rice/Noodle dishes,Coffee,Science,8.5,10,5,Yes - broadband connection,Text messaging,20,25,100,0.5,20,10,,,,,,,,,,,,,,,,
USA,OR,2015,12,Male,17,Right-Handed,183,28,187,1,Car,10,0.344,48,Skateboarding/Rollerblading,800,600,300,500,800,900,27,Right foot,100,100,Same length,July,Summer,No,No,Seafood,Water,English,8,11,4,Yes - other,In person,50,200,40,0,1,3,,,,,,,,,,,,,,,,
USA,OR,2015,12,Male,17,Right-Handed,184,28,193,1,Car,15,0.316,63,Soccer,400,400,300,300,1000,600,28,Same length,10,11,Ring finger,January,Winter,No,No,Breads/Sandwiches,Water,Physical education,9,10,7,Yes - broadband connection,Text messaging,10,5,7,1,4,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Female,14,Right-Handed,166,26,156,1,Bus,10,0.518,0.49,Martial Arts,800,700,300,300,100,800,26,Same length,6.5,7,Ring finger,March,Summer,No,No,Meat,Soft drink (caffeinated),Art,9,12,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",100,120,5,4,3,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,16,Right-Handed,178,30,181,1,Walk,10,0.223,72,Football (American),,,,,,,30,Same length,100,105,Ring finger,January,Winter,Yes,No,Meat,Energy drink,Other,5,4,3,,In person,4,6,1,1,2,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Male,16,Right-Handed,170,25,168,1,Bus,45,0.491,,Cycling,450,380,0,500,7,850,24,Right foot,7,7,Same length,May,Summer,No,No,No favorite,Soft drink (caffeinated),Physical education,,,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",40,45,,1 1/2,,,,,,,,,,,,,,,,,,
USA,OR,2017,9,Female,16,Right-Handed,157.5,21.59,163.1,2,Bus,15,0.547,52,Swimming,348,219,513,583,465,887,21.59,Same length,1778,1778,Same length,July,Spring,No,No,Seafood,Water,Other,6,4,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",16,7,7,0.5,,,,,,,,,,,,,,,,,,
USA,OR,2015,12,Male,17,Right-Handed,186,29.5,185,1.5,Boat,27,0.12,30,Rowing,500,500,500,500,500,500,29.5,Same length,,,Same length,October,Spring,No,No,Meat,Water,Computers and technology,7,4,5,Yes - broadband connection,In person,75,100,21,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Female,15,Right-Handed,153,23,158,1,Bus,60,1.078,54,None,50,50,1000,1000,50,1000,23,Same length,4,3,Index finger,December,Winter,No,No,Pizza/Pasta,Soft drink (caffeinated),English,,12,3,Yes - dial-up connection,Internet chat or instant messaging,1000,1000,12,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Female,15,Right-Handed,171,25,67,1,Bus,20,0.435,47,Walking/Hiking,1000,899,1000,999,100,999,23.5,Right foot,70,75,Ring finger,November,Spring,Yes,No,Seafood,Tea,Art,6,11,4,No internet connection,Internet chat or instant messaging,100,200,7,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Female,13,Right-Handed,159,22,66,1,Car,25,0.38,48,Swimming,1000,1000,900,900,10,100,22,Same length,74,77,Ring finger,February,Summer,No,No,Salads,Energy drink,Music,2,4,,No internet connection,In person,2,3,5,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Female,14,Right-Handed,170,22,163,1,Bus,5,0.674,58,Dancing,5,1,2,9,1,10,22,Same length,7,7.25,Ring finger,February,Summer,No,No,Desserts,Juice,Art,9,12,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",50,50,2,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Female,13,Right-Handed,166,23,166,1,Bus,5,0.363,44,Baseball/Softball,900,700,602,300,100,100,22,Right foot,65,70,Index finger,March,Winter,No,No,Pizza/Pasta,Soft drink (caffeinated),Music,6,12,4,Yes - other,Text messaging,10,20,2,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,17,Right-Handed,158.5,23,169,2,Car,10,0.697,56,Other,,,,,,,23,Left foot,75,75,Same length,,Spring,No,No,No favorite,Water,Physical education,7,10,5,Yes - broadband connection,Text messaging,300,310,,,,,,,,,,,,,Some,Graduate degree,Rap/Hip hop,Telepathy,,,,
USA,OR,2015,12,Male,17,Right-Handed,191.5,29,194,1,Bus,10,0.392,47,Running/Jogging,800,700,650,850,800,800,29,Same length,115,120,Ring finger,November,Fall,Yes,No,Rice/Noodle dishes,Juice,Science,7,8,3,Yes - broadband connection,,20,20,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,16,Right-Handed,60,28,151,2,Car,10,67,45,Dancing,,,,,,,26,Right foot,8,7,Index finger,August,Fall,Yes,No,Desserts,Energy drink,Music,6,10,3,Yes - broadband connection,Cell phone,4,4,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,8,Female,14,Right-Handed,165,23,165,1,Bus,15,0.51,47,Other,600,800,500,400,800,900,22,Right foot,8,7.5,Index finger,March,Spring,Yes,No,Breads/Sandwiches,Water,English,7.5,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",35,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,15,Right-Handed,186,26,189,1,Car,5,0.381,30,Football (American),1000,600,900,900,300,500,26,Same length,108,110,Ring finger,December,Summer,No,No,Meat,Water,History,8,6,5,Yes - broadband connection,Text messaging,30,,,,,,,,,,,,,,,,,,,,,
USA,OR,2015,12,Male,17,Right-Handed,177.8,26,150,2,Walk,20,0.328,43,Basketball,700,800,500,500,800,1000,27,Left foot,115,117,Ring finger,October,Spring,Yes,No,Pizza/Pasta,Water,Physical education,7,9,5,Yes - broadband connection,Cell phone,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,9,Male,14,Right-Handed,167.6,22.82,164,5,Car,18,0.435,41,Other,802,797,904,1000,198,112,11,Right foot,10,9,Index finger,August,Spring,No,No,Pizza/Pasta,Soft drink (caffeinated),Other,5,5,4,Yes - broadband connection,Text messaging,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2014,12,Male,17,Right-Handed,181,28,184,1,Car,12,0.268,31,Football (American),876,902,814,693,752,795,28,Same length,100,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2015,12,,17,Right-Handed,83,26.5,188,1,Car,15,3.18,50,Athletics,800,400,600,300,100,50,27,Left foot,100,110,Ring finger,October,Summer,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2012,12,Female,17,Right-Handed,168,23,158,2,Car,13,0.344,41,Lacrosse,1000,950,1000,950,1000,1000,22.5,Right foot,85,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2014,12,Male,17,Right-Handed,180,27,176,1,Walk,30,0.345,40,Other,600,600,500,700,750,850,27,Same length,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Male,15,Right-Handed,177,29,28.5,2,Bus,,0.349,,Basketball,1000,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,17,Right-Handed,185,26,185,2,Car,5,0.52,73,Swimming,1000,800,600,500,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,16,Right-Handed,185,27,173,1,Walk,10,0.654,66,None,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,16,Right-Handed,180,27,178,1,Car,10,0.52,31,Skateboarding/Rollerblading,1000,541,333,201,452,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,16,Right-Handed,153,21,153,2,Car,15,0.741,45,Skateboarding/Rollerblading,900,1000,800,600,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,17,Right-Handed,160,30,163,1,Car,30,0.831,39,Dancing,800,700,850,450,450,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2015,12,Male,18,Right-Handed,172,28,174,1,Car,16,0.316,40,Golf,630,,,,500,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,9,Male,15,Right-Handed,71,34,65,1,Car,20,0.443,41,Skateboarding/Rollerblading,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2017,9,Female,16,Right-Handed,157.5,21.59,163.1,2,Bus,15,0.547,52,Swimming,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,9,Female,15,Right-Handed,160,23,134,2,Car,7,0.471,45,Other,241,342,422,53,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Female,14,Right-Handed,61,21,163,2,Car,10,0.784,68,Basketball,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Male,14,Right-Handed,169,24,164,2,Car,5,0.45,60,Tennis,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Female,15,Right-Handed,165,22,156,1,Car,20,0.339,37,Baseball/Softball,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Male,14,Right-Handed,165,26,158,1,Car,1,1.566,54,Baseball/Softball,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2016,12,Female,17,Right-Handed,164,,,1,Car,22,,,Dancing,200,500,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Female,14,Right-Handed,165,23,156,2,Car,7,0.367,42,Basketball,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Female,15,Right-Handed,159,22,154,1,Bus,20,0.65,87,Dancing,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Male,14,Right-Handed,171,25,175,1,Car,2,0.303,61,Basketball,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Male,14,Right-Handed,168,26,65,1,Car,5,0.418,76,Other,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Male,15,Right-Handed,169,29,172,1,Bus,20,0.27,56,Basketball,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,16,Right-Handed,157,29,152,1,Car,10,0.179,46,Gymnastics,0,0,0,0,100,200,28,Right foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Female,15,Right-Handed,166,25,169,1,Bus,22,527,44,Basketball,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,9,Male,15,Right-Handed,180.3,26,177,1,Bus,15,0.27,38,Martial Arts,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2016,12,Male,17,Right-Handed,,,,1,Car,15,1.423,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,17,Right-Handed,174,,,3,Car,15,"0,060",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2014,12,Male,17,Right-Handed,181,28,184,1,Car,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2014,12,Male,17,Right-Handed,181,28,184,1,Car,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,16,Right-Handed,165.1,22.86,22.78,1,Car,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2012,7,Male,12,Right-Handed,,,,1,Car,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,15,Left-Handed,161,25,163,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,17,Right-Handed,176.5,26,180.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,15,Right-Handed,168,26.67,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2017,11,Male,17,Right-Handed,178,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,9,Female,15,Right-Handed,167,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,17,Right-Handed,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,Ambidextrous,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2015,10,Female,13,Right-Handed,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2012,7,Male,12,Right-Handed,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Male,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2019,10,Female,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
